Type,"Policy area","Sub-policy area","Policy action",Country,Topics
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government engage with industry to develop self-regulation to restrict food marketing to children","Código de Autoregulación de Publicidad de Alimentos y Bebidas No Alcohólicas dirigida al Público Infantil (The PAOS Code)

In 2005, the Spanish Self-regulatory Code for Food and Non-alcoholic Beverage Advertising Aimed at Children (Código de Autoregulación de Publicidad de Alimentos y Bebidas No Alcohólicas dirigida al Público Infantil - the&nbsp;PAOS Code) was&nbsp;developed between government and industry. The code&nbsp;sets general guidelines for broadcast and online advertising&nbsp;and restricts product placement and use of celebrities in food advertising for signatories. The Code applies to advertising on audiovisual and print media to&nbsp;children aged 12 or under; and&nbsp;to online advertising to children aged 15 or under.&nbsp;

The PAOS Code &nbsp;was strengthened in 2012 as part of the&nbsp;application of the Law of Food Security and Nutrition of 2011, of which articles 45 and 46 mandate the creation of co-regulatory or&nbsp;self-regulatory mechanisms with economic entities with the purpose of limiting foods and drinks advertising aimed children under 15 years old.

There are two enforcement mechanisms associated with the PAOS Code for broadcast media. First, copy advice carried out by the Asociación para la autorregulación de la comunicación comercial (AUTOCONTROL). Though this, proposed advertising directed at children is presented on a voluntary basis for control, prior to the broadcast of the advertisement on television. This prior consultation, which is confidential and binding, is mandatory for all companies that sign the PAOS code. Second, when a complaint or claim occurs, a post-hoc resolution process occurs, which is split between AUTCONTROL and an independent body called Jurado de la Publicidad. Ongoing monitoring of the implementation of these rules is carried out by a Monitoring Commission, whose members are government representatives, representatives of industry and representatives of a Consumers and Users Council.&nbsp;

The enforcement mechanism associated with the PAOS Code for online media is undertaken through the tools provided by the Institute Infoades and Comscore, which search and analyse content by brands that perform advertising aimed at children under 15 years. Ongoing monitoring of the implementation of these rules is carried out by a Monitoring Commission, whose members are government representatives, representatives of industry and representatives of a Consumers and Users Council.

Evaluation
León-Flández K et al. (2017)&nbsp;Evaluation of compliance with the Spanish Code of self-regulation of food and drinks advertising directed at children under the age of 12 years in Spain, 2012.&nbsp;Public health,&nbsp;150, 121-129.
",Spain,"Advertising, Children, Digital marketing, Marketing"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government engage with industry to develop self-regulation to restrict food marketing to children","The&nbsp;Code of Non-broadcast Advertising and Direct &amp; Promotional Marketing (the CAP Code) – UK

The CAP Code applies to non-broadcast media just like BCAP to broadcast media, and the same nutrient profile model is used. It covers non-broadcast advertising (for example print, online), sales promotion and direct marketing (such as telesales and email). The code specifies standards for accuracy and honesty that businesses must stick to, including on advertising to children. Advertisements for high in fat, salt and sugar (HFSS) products must not be directed at people under 16 through the selection of media or the context in which they appear. No medium should be used to advertise HFSS products, if more than 25% of its audience is under 16 years of age. Additionally, where the content is likely to be seen as directly targeting under-12s, it cannot include promotions, or licensed characters or celebs popular with under-16s. These restrictions apply to ads that promote HFSS products directly and those that have the effect of promoting specific HFSS products through the use of ‘branding’ that is synonymous with a HFSS product or a range of products that is mainly HFSS.

The CAP Code is a self-regulatory system (unlike the BCAP&nbsp;which is co-regulatory). That means that&nbsp;the CAP Code&nbsp;is&nbsp;written and maintained by an industry committee, and the Advertising Standards Agency (ASA) functions as an&nbsp;independent self–regulatory body responsible for administering the Code, whereby the advertising restrictions system is funded by industry. However, the Department of Health, Public Health England (PHE) and the Foods Standards Agency regularly dialogue with CAP. Thus, there is implicit government&nbsp;support of this self-regulatory scheme.
",UK,"Advertising, Children, Fat, Salt, Sugar"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","The EU Pledge –&nbsp;Belgium

The EU Pledge was launched in 2007 as a commitment by the food industry, supported by the World Federation of Advertisers (WFA), to the European Union Platform for Action on Diet, Physical Activity and Health. Companies commit to not advertising food on mass media where children under the age of 12 make up 35% of the audience unless their products comply with category-based thresholds on sodium, saturated fat and total sugar. Soft drinks and sugar-based products (chocolate, confectionary, jam/marmalade, sugar/honey/syrup) may not be marketed to children under the age of 12. Members can comply with their own criteria if they are demonstrably stricter than the ones developed by the EU Pledge. Members also commit to not advertise in primary schools except when there is agreement with the school for educational purposes. The European Commission mediates the communication between the EU Platform and the WFA. Belgium, Hungary, Portugal and Turkey have national pledges modelled after the EU Pledge.
",Belgium,"Digital marketing, Marketing, Voluntary measures"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","Voluntary food labeling — Germany&nbsp;

In addition to the mandatory labeling requirements, many labels provide additional information about the quality or production of food. Some of these voluntary labels or marks must comply with certain government-defined criteria. An example of this, is the ""Ohne Gentechnik"" logo, which is only awarded to products that can be proven to contain no genetially modifed components.&nbsp;
",Germany,"Label, Voluntary measures"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","The EU Pledge –&nbsp;Hungary&nbsp;

The EU Pledge was launched in 2007 as a commitment by the food industry, supported by the World Federation of Advertisers (WFA), to the European Union Platform for Action on Diet, Physical Activity and Health. Companies commit to not advertising food on mass media where children under the age of 12 make up 35% of the audience unless their products comply with category-based thresholds on sodium, saturated fat and total sugar. Soft drinks and sugar-based products (chocolate, confectionary, jam/marmalade, sugar/honey/syrup) may not be marketed to children under the age of 12. Members can comply with their own criteria if they are demonstrably stricter than the ones developed by the EU Pledge. Members also commit to not advertise in primary schools except when there is agreement with the school for educational purposes. The European Commission mediates the communication between the EU Platform and the WFA. Belgium, Hungary, Portugal and Turkey have national pledges modelled after the EU Pledge.&nbsp;
",Hungary,"Digital marketing, Marketing, Voluntary measures"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","The Dutch Advertising Code (Nederlandse Reclame Code)&nbsp;

In the Netherlands, advertising is regulated by the Nederlandse Reclame Code (Dutch Advertising Code, NRC), a voluntary self-regulating mechanism. Foods high in fat, sugar, salt are regulated by this general code, in addition to two special codes: the 2019 Advertising Code for Food Products&nbsp;(Reclamecode Voor Voedingsmiddelen, RVV)&nbsp;and the Children's and Youth Advertising Code (KJC). The rules of the NRC are governed by the Stichting Reclame Code (SRC), a private party managed independently by associations of advertisers and civil society and consumers’ organizations. In addition, the Advertising Code Commission (Reclame Code Commissie, RCC) can hear complaints and prescribe recommendations if a violation is found, but this is not an enforcement body. The Dutch government monitors annually the adherence to this&nbsp;Code with regards to advertising to children.&nbsp;
",Netherlands,"Advertising, Children, Voluntary measures"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","The EU Pledge&nbsp;–&nbsp;Portugal&nbsp;

The EU Pledge was launched in 2007 as a commitment by the food industry, supported by the World Federation of Advertisers (WFA), to the European Union Platform for Action on Diet, Physical Activity and Health. Companies commit to not advertising food on mass media where children under the age of 12 make up 35% of the audience unless their products comply with category-based thresholds on sodium, saturated fat and total sugar. Soft drinks and sugar-based products (chocolate, confectionary, jam/marmalade, sugar/honey/syrup) may not be marketed to children under the age of 12. Members can comply with their own criteria if they are demonstrably stricter than the ones developed by the EU Pledge. Members also commit to not advertise in primary schools except when there is agreement with the school for educational purposes. The European Commission mediates the communication between the EU Platform and the WFA. Belgium, Hungary, Portugal and Turkey have national pledges modelled after the EU Pledge.&nbsp;
",Portugal,"Digital marketing, Marketing, Voluntary measures"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","The self–regulatory Ethical Code on Food and Soda Advertising to Children (Codul etic pentru publicitatea adresată copiilor) – EU Pledge

In Romania, the self-regulatory Ethical Code on Food and Soda Advertising to Children (Codul etic pentru publicitatea adresată copiilor) indicates that all advertising that targets children should only be done for products that follow the nutritional criteria established as part of the EU Pledge. This includes television, online, advertising in schools and around 50 m around schools or kindergartens, and by suing celebrities and children’s characters.&nbsp;
",Romania,"Advertising, Children, Voluntary measures"
Nourishing,"Restrict food advertising and other forms of commercial promotion","Government support voluntary pledges developed by industry","The EU Pledge&nbsp;&nbsp;–&nbsp;Turkey&nbsp;

Turkey signed up to the EU Pledge that was launched in 2007 as a commitment by the food industry, supported by the World Federation of Advertisers (WFA), to the European Union Platform for Action on Diet, Physical Activity and Health. Companies commit to not advertising food on mass media where children under the age of 12 make up 35% of the audience unless their products comply with category-based thresholds on sodium, saturated fat and total sugar. Soft drinks and sugar-based products (chocolate, confectionery, jam/marmalade, sugar/honey/syrup) may not be marketed to children under the age of 12. Members can comply with their own criteria if they are demonstrably stricter than the ones developed by the EU Pledge. Members also commit to not advertise in primary schools except when there is agreement with the school for educational purposes. The European Commission mediates the communication between the EU Platform and the WFA. Belgium, Hungary, and Portugal also have national pledges modelled after the EU Pledge.&nbsp;&nbsp;
",Turkey,"Digital marketing, Marketing, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Less Salt, More Life Initiative

The Less Salt, More Life Initiative aims to reduce population-level salt consumption in Argentina. It has three components: the reduction of salt in processed food through voluntary agreements with food manufacturers and retailers the reduction of salt in bread through voluntary agreements with bakers and creating public awareness of the health effects and the need to reduce discretional salt. A National Committee for Salt Reduction sets targets for the Initiative through negotiation with industry.

The aim is to achieve a 5 y 10% reduction of salt content between 2011 and 2015. Sixty companies representing 793 processed food products and more than 9,000 bakeries have signed the agreement. In addition, the government adopted a law for the reduction of sodium consumption that includes mandatory maximum levels of sodium in 2013 (see I """"Mandatory limits on level of salt in food products"""")
",Argentina,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Voluntary reformulation agreement with Australian food industry

Food companies choosing to participate in the program will work towards reducing the levels of sodium, saturated fat or sugar in foods they manufacture, in line with the specific nutrient targets identified for certain food categories. The Partnership is a non-regulatory, collaborative forum between the Australian Government, food industry bodies and public health groups which aims to tackle obesity, encourage healthy eating and empower food manufacturers to make positive changes to their products. All food industry businesses are encouraged to participate in the Partnership Reformulation Program. The Partnership Reformulation Program is working with food companies to reduce sodium, saturated fat and sugar content across a range of products, which may help consumers achieve dietary patterns that are more consistent with the Australian Dietary Guidelines. Public health researchers have identified significant limitations in the design and implementation of the previous reformulation initiative informing the Partnership, known as the Food and Health Dialogue, including an absence of monitoring and enforcement, and limited progress towards reformulation targets.

Evaluation&nbsp;

National Heart Foundation of Australia (2016)&nbsp;Report on the Evaluation of the nine Food Categories for which reformulation targets were set under the Food and Health Dialogue.

&nbsp;
",Australia,Reformulation
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Less Salt is Healthier Programme

The Less Salt is Healthier programme is a joint initiative of the Ministry of Health in Austria and the Industrial Bakers of Austria. It has a voluntary target to reduce the salt content in bakery products by 15% by 2015.
",Austria,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Salt Convention – Belgium (French region)

The Salt Convention is a voluntary agreement with industry with the goal of reducing salt consumption starting in 2009. Between 2009-2012, it set a 10% salt reduction target via a self-reporting framework. The categories of foods targeted for reformulation include soda drinks, dairy, breakfast cereals, chocolate products and plant and soy-based drinks.

Beyond reformulation, the Salt Convention also includes public information campaigns regarding salt reduction. For more details, see ""I – Inform people about food and nutrition through public awareness"".
",Belgium,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Balanced Food Convention – Belgium (French region)

Building on the precedent of the Salt Convention (2009-2012), the Belgian federal government established a new agreement with the Federation of the Belgian Food Industry (FEVIA) and COMEOS Federation for Trade and Services (COMEOS), named the Balanced Food Convention. The objective of this Convention is to help reduce caloric intake by 5% by reducing the content of sugars and / or fats, and by improving the composition of food products. Companies are therefore asked to optimize the composition of their products by increasing the content of fibre and whole grains or by reducing the content of added sugars, saturated fats and calories.
",Belgium,
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","National strategy for reducing sodium consumption

Brazil has a national strategy for reducing sodium consumption. It aims to achieve a maximum daily salt intake of 5g by 2020, by reducing the intake from the main sources of sodium (added salt and processed food). The strategy involves dialogue with the food industry, setting biannual food category-specific targets (eg&nbsp;a 10% decrease per year until 2014) and addressing the reduction of added salt through education and information actions.

Evaluations

Nilson EAF&nbsp;et al. (2017) Sodium Reduction in Processed Foods in Brazil: Analysis of Food Categories and Voluntary Targets from 2011 to 2017. Nutrients, 9(7),&nbsp;E472.
",Brazil,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Voluntary agreement with industry on food reformulation

Framework for the voluntary compliance of the industry for reformulation of foods. MoH is setting voluntary benchmark values for salt, fat, saturated fatty acids and sugars in priority food groups for the country. In order to reduce the content of saturated fats, the following priority categories of foods are offered: foods offered in organized children's groups, ready meals, dairy products, meat products, spreadable fats, oils and margarines, meals in restaurants and catering establishments, cereals snacks.

",Bulgaria,"Reformulation, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Sodium Reduction Strategy

In July 2010, a multi-stakeholder Sodium Working Group, established by Health Canada, agreed a Sodium Reduction Strategy for Canada. The Strategy set an interim goal of reducing daily sodium intake from 3,400mg to 2,300mg by 2016. The multi-staged strategy included recommendations in the areas of education, voluntary reduction of sodium levels in processed food products and food&nbsp;sold in food service establishments, research, and monitoring and evaluation. Health Canada established voluntary sodium reduction targets for 94 processed food categories following extensive consultation with the food industry and encouraged the food industry to achieve these targets by the end of 2016.

Expired policy

Evaluations

Health Canada (2018) Sodium reduction in processed foods in Canada: An evaluation of progress toward voluntary targets from 2012 to 2016. Health Canada, Ottawa.
",Canada,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Agreement on salt reduction

In 2011, the Chilean government agreed a voluntary target with bakers to reduce the salt content of bread to 600mg/100g. The assessment of the progress towards the voluntary targets was made public in 2012, with average salt content dropping from 800mg to 480mg/100g.
",Chile,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The National Plan to Reduce Public Consumption of Salt

The National Plan to Reduce Public Consumption of Salt 2011–2021 was established in Costa Rica in 2011. The aim of the Plan was to reduce population-wide salt consumption to 5g per person per day. Implementation of the Plan began in 2012, and included voluntary agreements with the food industry to reduce salt content in processed food.
","Costa Rica","Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Voluntary salt reduction project

In 2012, the Croatian National Institute of Public Health initiated a project with the food industry to achieve a 30% reduction of salt in certain bread varieties.
",Croatia,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Voluntary commitment to salt reduction

Producers of dehydrated culinary products associated in the Food Federation of the Czech Republic voluntarily committed in 2008 to gradually decrease the sodium content in their branded dehydrated culinary products (mainly soups and ready meals) in 2011–14. The commitment included voluntary food labelling of, among other values, sodium content per 100g/100ml and per portion.
","Czech Republic","Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The National Salt Reduction Programme

Ecuador has a national salt reduction programme, which includes voluntary agreements with bread and sausage producers to reduce salt in their products.
",Ecuador,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","


Mapping of content of nutrients in certain food categories based on packaging information&nbsp;

The aim of the mapping was to evaluate the changes associated to the food reformulation and to benchmark the baseline content of nutrients (salt, sugars and saturated fats) in selected food categories (soft drinks, milk products (sweetened and/or flavoured, plant products which are alternatives to milk products ((sweetened and/or flavoured), meat products, breads and similar products, breakfast cereals)



",Estonia,Reformulation
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Reformulation of foods high in sugar&nbsp;

As part of the heart label initiative, the proportion of products that meeting the sugar criteria is constantly increasing. Commitments to reducing the amount of added sugar and increasing the proportion of unsweetened products have been made, with specific targets such as: By 2020, 60% of yoghurt and snacks will meet the Heat Label sugar criteria. By 2020, the amount of added sugar in breakfast products will be reduced by 10% By 2020, drinks will have 8% less added sugar than 2015.
",Finland,"Reformulation, Sugar"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The National Nutrition and Health Programme (PNNS)

In 2007, as part of the second phase of France’s National Nutrition and Health Programme (PNNS), a standard reference document was developed to enable the signing of voluntary nutrition commitments by members of the food industry (eg producers, food industry companies, distributors and caterers). The standard reference document outlines nine principles used in the approval process for the charters. Commitments within the charters must meet certain criteria and cover the composition and nutritional characteristics of the food product (eg reduced amounts of fat, sugar, salt; increased amounts of fibre) and/or a consumption intervention (eg action on portion sizes or marketing). A committee of volunteer experts from the public sector (eg research institutes, hospitals, universities and public schools) reviews the proposed charters. To date, over 35 companies have made voluntary commitments, which are reviewed and approved by an external committee of experts to ensure they are “significant”. Approved charters of voluntary commitment for nutritional improvement are signed by the food industry and monitored by the Food Quality Observatory (created in 2008).
",France,"Fat, Reformulation, Salt, Sugar, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Voluntary food reformulation — Germany&nbsp;

The food industry is committed to achieve concrete reduction targets by 2025 – in particular for children’s products, reducing sugar, fat and salt levels in read made products. It intends to reach these goals via voluntary commitments. The measures taken under the strategy are supposed to be implemented by 2025. The aim is to reduce the amount of sugar in breakfast cereals for children by at least 20 percent, and in soft drinks and in sweetened dairy products for children by about 15 percent. Drinks containing fruit and added sugar are also intended to have 15 percent less added sugar.&nbsp;
",Germany,Reformulation
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","EU Regulation on the maximum permitted content of trans fat in foods

Adopted by the European Commission in April 2019, a regulation on the maximum permitted content of trans fat in food products entered into force in April 2021. After this date, it became no longer allowed to market foods (both retail and wholesale) with more than&nbsp;2 g of industrially added trans fats per 100 g of fat.

&nbsp;

&nbsp;
",Greece,"Trans fats"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Reformulation Activities&nbsp;

In 2018, the Ministry of Health adopted its Reformulation Action Plan, which emphasises reduction of total sugars, industrially produced trans fats and salt / sodium from pre-packaged foods. The food industry has implemented voluntary initiatives regarding reformulation.
",Greece,"Fat, Reformulation, Salt, Sugar"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Stop Salt – National Salt Reduction Programme

In February 2010, the “STOP SALT!” national salt reduction programme was launched, coordinated by the National Institute for Food and Nutrition Science. The programme had the following elements: national status assessment, identification of main food products to be included in the salt reduction programme, reformulation of products by the industry and public catering establishments, an awareness-raising campaign for the public, also monitoring and evaluation. The benchmark set was attainment of population salt intake levels of less than 5 g/day. In January 2012, the Hungarian Bakers’ Association assembled more than 1500 bakers to sign a contract with the National Institute for Food and Nutrition Science in which they undertook voluntarily to decrease the salt content of bread by 16% by the end of 2017 and to report their results. The relevant section of the Codex Alimentarius Hungaricus was modified accordingly. In 2022, the implementation of the porogramme was paused.
",Hungary,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Salt Reduction Programme

The Food Safety Authority of Ireland (FSAI) initiated a Salt Reduction Programme in 2003 to achieve a voluntary reduction of salt content in processed food. In 2012, 54 companies and trade associations were registered with the Programme, reporting yearly to the FSAI on undertakings and achievements on reaching the agreed guideline values on sodium content for bread and processed meats.
",Ireland,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Roadmap for Food Product Reformulation in Ireland

The Department of health has introduced a roadmap fr reformulationon salt fat and sugar. The food industry (including food manufacturers and foodservice providers) are being asked to reformulate and meet targets of reducing calories by 20%, salt by 10%, fats by 10% and sugar by 20%. A dedicated resource, Food Reformulation Taskforce, has been set up to work with industry to drive progress to achieving these targets.&nbsp;
",Ireland,
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Reformulation Agreement&nbsp;

In 2015, the Ministry of Health established an agreement with the food industry, represented by Federalimentare, to reduce sugar, saturated fat, trans fatty acids, and salt in a series of food product categories. These categories include baked goods, cereals, and sweets; non-alcoholic drinks; and dairy products and ice cream. These categories were chosen based on the focus of the agreement, which targets children between 3-12 years of age. The Ministry of Health evaluates results of this agreement, the latest report having been published in 2017.

The reformulation agreement also includes commitments from the food industry to reduce modify serving sizes and provide additional information on labels, such as mention of per portion values and nutrient information with respect to energy the Reference Intake (RI%).
",Italy,"Children, Reformulation, Salt, Saturated fat, Sugar"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Memoranda of understanding for the reduction of salt in food

Starting with 2010, a series of specific memoranda of understanding were signed between the Ministry and the bakery industry associations that aimed to limit the content of salt in bread, pasta and frozen products. The Ministry of Health’s National Center for Disease Prevention and Control monitors the results of these agreements via population surveys.
",Italy,"Reformulation, Salt"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Direzione Generale della Sicurezza degli Alimenti e della Nutrizione

The MoU also establishes rules for reformulation of ANCC-COOP and COOP-Italia products with lower levels of salt.
",Italy,"Reformulation, Salt"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Voluntary agreement on salt reduction

A voluntary agreement was entered into in 2009 between the main four Italian associations of bakers and the Ministry of Health&nbsp;to reduce the salt content in some of their products by 10–15% in a timeframe of two years.
",Italy,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Salt and Fat Intake Reduction Task Force (SIRTF)

In January 2013, the Ministry of Health in Kuwait established the Kuwait Salt and Fat Intake Reduction Task Force (SIRTF). The Food Standards Department of the Public Authority for Industry has voluntary agreements with industry to reduce the salt content of bread and cheese. For cheese, for example, they are following the gradual reduction of salt content over the next 10 years, using various European countries and Australia as role models.
",Kuwait,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Regulation on maximum permissible content of trans fat in food

In 2022 Ministry of Health signed Memorandum of Cooperation with food producer organisations to reduce added sugar, salt and saturated fatty acids in the products.Confirmed market compliance was required by 1 Jun 2018.In May 2016, the Cabinet of Ministers of Latvia approved the regulation on the maximum permissible content of trans fat in food. The regulation limits the content of trans fats in food items to 2g per 100g of the total fat content of products produced in Latvia, including those in public catering establishments, and/or sold in Latvia. In products where total fat content is less than 3%, trans fat may not exceed 10g per 100g of total fat content, and where total fat content is between 3–20%, trans fats may not exceed 4g per 100g of total fat content. The regulation does not apply to naturally occurring trans fats. Market compliance is required by 1 June 2018.
",Latvia,"Fat, Reformulation, Salt, Sugar"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Trans fat limits

The Minister of Health of the Republic of Lithuania, through order no. V-1202 of 2017 ‘On the establishment of maximum levels of trans fatty acids in foodstuffs’, has established limits to trans-fat content in food. This order limits trans-fat in food to the amounts of 2 g / 100 g fat. In foods low in fat in general (ie &lt;3%), the limit for trans fats is 10 g / 100 g fat. These provisions cover only industrially obtained trans fats, and do not apply to natural trans fats present in milk fat and products containing them. The norm also applies to catering meals. It entered into force in November 2019.
",Lithuania,"Trans fats"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Reformulation agreements&nbsp;

To protect the health of consumers and promote the quality of food sold by reducing sugar, fat and salt, the Ministry of Health has signed 22 voluntary agreements to improve food with 17 food businesses. Commitments were made to reduce sugar, salt and fat in a variety of products by each company that voluntarily signed a reformulation agreement. These include an agreement with Coca-Cola to reduce sugar content by 15% by 2020 for all soft drinks, flavoured water, juice drinks, energy drinks, sports drinks, cold tea, nectars. An agreement with Nestle targets reductions of 5% of sugar, 10% in salt, 10% in fat across all products by 2020.&nbsp;
",Lithuania,"Fat, Reformulation, Salt, Sugar"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","National Salt Reduction Strategy –&nbsp;Reformulation of high–salt content processed foods&nbsp;

In 2015, as part of the National Salt Reduction Strategy (2015-2020), Malaysia established an initiative for product reformulation of high-salt content processed foods. The initiative is managed by the Malaysian Ministry of Health Nutrition Division, in collaboration with the Federation of Malaysian Manufacturers, and set a target of reformulating five products per year. As of 2018, 53 products had been reformulated.
",Malaysia,"Reformulation, Salt"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","Agreement on voluntary salt reduction

In 2012, the Mexican Health Secretariat signed an agreement on voluntary salt reduction in bread with the Mexican National Chamber of the Bread Industry (CANAINPA), the Mexican National Association of Supermarkets and Department Stores (ANTAD) and Bimbo SA (largest Mexican-owned baking company). ANTAD, CANAINPA and Bimbo pledge to reduce the salt content of sliced bread and bolillo (similar to a baguette) by 10% within five years. In 2013, the Ministry of Health announced a national target for salt reduction of 5g salt/person/day by 2020, consistent with the regional target.
",Mexico,"Reformulation, Salt, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The Agreement to Improve Product Composition (2014–2020)

The Agreement to Improve Product Composition (2014 – 2020) was reached by industry sector associations, supermarkets, caterers, restaurants and the Ministry of Health, Welfare and Sports. The voluntary targets for reformulation are set yearly by these partners. In 2020, the agreement targets were set at a maximum of 6g salt intake per day, a maximum of 10% of energy from saturated fat, and for continued reductions in energy, sugar, fat, and portion sizes, along with increased fruit and vegetable consumption.&nbsp;

These targets are set based on the Dutch dietary guidelines, the so-called Wheel of Five, and they apply to food categories as follows: salt (ready-made meals, dressings and spice mixes), salt and sugar (vegetable preserves), salt and saturated fat (minced meat products, crisps/chips other than paprika-flavoured), sugar (satay sauce) or portion size (candy, cakes, snacks, chocolate).&nbsp;

The Agreement is reached within the business community by making sector-wide agreements for various product categories. This is done based on measuring the contribution for each product group to population intake of salt, saturated fat and calories per product group. Compliance with the maximum levels agreed is checked annually by the sector organizations with their members. Further, the National Institute for Health and Environment (RIVM) undertakes monitoring at product level. It is expected for the agreement for be renewed after it ends in 2020.

Evaluations

Temme EHM et al. (2017) Salt reductions in some foods in the Netherlands: monitoring of food composition and salt intake. Nutrients, 9(7), 791.
",Netherlands,"Fat, Portion size, Reformulation, Salt, Saturated fat, Sugar, Voluntary measures"
Nourishing,"Improve nutritional quality of the whole food supply","Voluntary reformulation of food products","The HeartSAFE (Sodium Advisory and Food Evaluation) Programme

Since 2007, the New Zealand Heart Foundation has received funding from the government to implement a national food reformulation programme. The programme –&nbsp;HeartSAFE (Sodium Advisory and Food Evaluation) – focuses on salt reduction in packaged food. Best Practice Guidelines have been established as orientation for food manufacturers, outlining maximum levels of sodium in mg per 100g for bread, breakfast cereals, soups, processed meat, savoury pies, savoury snacks, cheese, cooking sauces and edible oil spreads including proposed timelines until 2017 for reformulation. For savoury pies, maximum levels of saturated fat in g per 100g are also included. The programme's objective is to achieve at least 80% of the market share (by sales volume) to meet the targets, which ensure high-volume food&nbsp;is prioritised. Currently in the majority of categories (eg&nbsp;bread, breakfast cereals, processed meats) this objective has been met and, as a result, over 210 tonnes of salt has been removed from these categories. Work is currently being done on establishing best practice guidelines for further categories.
","New Zealand","Reformulation, Salt, Saturated fat, Voluntary measures"
