"","Type","Policy.area","Sub.policy.area","Policy.action","Topics","type","status","national","ISO3","M49_code","country"
"327","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools including restrictions on unhealthy food","Law No. 19.140 on healthy eating in schools

In September 2013, the government of Uruguay adopted Law No. 19.140 on healthy eating in schools. It mandated the Ministry of Health to develop standards for food available in canteens and kiosks in schools, prohibited advertising for these same food items, and restricted the availability of salt shakers. The school food standards were elaborated in March 2014 in two further documents: Regulatory Decree 60/014 and the National Plan of Health Promoting Schools.&nbsp;The standards aimed to promote food&nbsp;with “natural nutritional value” with a “minimum degree of processing"" and to limit the intake of free sugars, saturated fat, trans fat and sodium. Limits are set per 100g of food, 100ml of drink and also per 50g portion. Prohibited food includes sugary beverages and energy drinks, confectionery, salty snacks, cakes and chocolate. The school food standards and restrictions on advertising began to be implemented in public schools in 2015 and are being monitored for compliance.
","Catering, Children, Energy drinks, Saturated fat, Schools, Sugar, Sugary drinks, Trans fats","regulatory","mandatory","national","URY",858,"Uruguay"
"328","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools including restrictions on unhealthy food","The Sweet Drink Policy

Vanuatu’s Sweet Drink Policy, introduced in October 2014 as part of the Vanuatu Health Promoting School Program and in the context of regulation order No. 44 of 2005 on health and safety requirements in schools, came into effect on the first day of Term 1, 2015. The policy bans the sale, consumption and advertising of sugary drinks and instead promotes water, plain milk and fresh coconut water.
","Catering, Children, Schools, Sugary drinks","regulatory","mandatory","national","VUT",548,"Vanuatu"
"329","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","National Guidelines for nutrition in Primary Schools&nbsp;

These standards have been adopted by the Ministry of Health under its mandate to the Primary and Secondary Education Act. The guidelines contain practical instructions on diet planning and compiling menus in primary schools, taking into account:

- reference values ​​for daily intake of energy, protein, carbohydrates and fiber, fats, minerals, vitamins and water for children aged 7 to 18&nbsp;

- recommendations on the diet, i.e. on the number, type and schedule of meals;

- recommended types of food and dishes;

- food to be avoided or consumed as rarely as possible.

The guidelines also emphasize the importance of a holistic approach to school nutrition,&nbsp;nutritional needs, but also the educational process of adoption proper eating habits. The &nbsp;recommended food, meals, optimal intake of energy and nutrients, the number of meals, the distribution of the recommended intake of energy per meal for the purpose of ensuring proper nutrition for students during their stay in elementary school(primary school) .&nbsp;
","Dietary guidelines, Schools","regulatory","mandatory","national","HRV",191,"Croatia"
"330","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","Decree on school meals&nbsp;

Decree on school meals: minimum personnel, number of staff in each canteen / school catering facility to ensure the standard quality of school meals is met.
","Catering, Schools","regulatory","mandatory","national","CZE",203,"Czechia"
"331","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","School Lunch Program

The School Lunch” program is run by the Ministry of Labour and provides hot lunches to children in primary schools. The meals are designed according to the national dietary guidelines, in order to help children adopt healthy eating habits, and not only to address the food insecurity problem. &nbsp;
","","regulatory","mandatory","national","GRC",300,"Greece"
"332","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","Law n.76785/2017&nbsp;

Since 2017, Greece has issued the n.76785/2017 Ministerial Decision that determines the nutritional standards for the foods that are offered in nurseries and kindergartens, and provides specific meal options for breakfast, lunch and snacks. The standards and the options are based on the National Dietary Guidelines for infants, children and adolescents. Public nurseries follow public procurement procedures for the foods that they provide.(see H- Harness supply chain and actions across sectors to ensure coherence with health)
","","regulatory","mandatory","national","GRC",300,"Greece"
"333","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","Upbringing and Education (School Act) Decree on school catering facilities

In 2009, the Ministry of Education passed the Decree 330/2009 which establishes the method of organising school catering facilities in Kindergarten, Primary and Secondary school. This includes the number of employees, quality control of meals served, material and technical provision of school canteens and details on the sale of additional meals in school cafeterias. This Decree includes school nutrition catering standards which must ensure healthy and dietary nutrition of children during school hours and catering for those participating in educational activities which are organised as part of competitions, Olympics and/or parade. Under the school meal standards in this Decree, consumption standards and dietary meals for school meals follow for each territorial area. Adequate nutrition intakes relate to age categories. Composition standards must be followed during the preparation of food and beverages to reduce consumption of salt and added sugar in order to standardise food served. There is an allowance of + 10% except for meat, fats, salt and sugar.
","Adolescents, Catering, Children, Pre-school children, Menus","regulatory","mandatory","national","SVK",703,"Slovakia"
"334","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","The Green Food Zones

In 2010, the South Korean Special Act on the Safety Management of Children’s Dietary Life incorporated provisions to improve the nutritional quality of school meals and sets nutrition and food-based standards for other food on sale in schools. Additionally, this Act establishes Green Food Zones, banning the sale of energy dense and nutrient poor foods including fast food and soda within school premises and stores within 200 metres of schools. In 2017, Green Food Zones existed at over 10,515 schools (over 90% of schools). The provisions were implemented in 2009–10.
","Catering, Children, Fast food restaurants, Schools, Sugary drinks","regulatory","mandatory","national","KOR",410,"Republic of Korea"
"335","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Mandatory standards for food available in schools and in their immediate vicinity","Swiss quality standards for lunches in day centres/day schools for children and young people

The guide helps you to take a closer look at lunch and to identify where improvements could be made. The checklists support the carers in creating an enjoyable, balanced, sustainable and relaxed lunch for the children and young people and in regularly checking the quality.
","","regulatory","mandatory","national","CHE",756,"Switzerland"
"336","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Voluntary school food guidelines – Australia

In 2011, Australia introduced the voluntary school food guidelines ""National Healthy School Canteens: guidelines for healthy food&nbsp;and drinks supplied in school canteens” (NHSCGs).&nbsp;The guidelines, updated in 2013,&nbsp;are based on the Australian Guide to Healthy Eating and the 2013 Australian Dietary Guidelines. The guidelines include three components: a national food categorisation system for school canteens, training materials for canteen staff and an evaluation toolkit. The food categorisation system uses a traffic light system to distinguish food categories that should be promoted and those that should be limited based on their nutritional value: red (not recommended), amber (select carefully) and green (always available). The guidelines provide examples of food&nbsp;within each category and additional nutrient criteria to assist the categorisation of food, mainly in the amber category. Food&nbsp;in the green category should be actively promoted. Food&nbsp;in the red category, such as sugar- and artificially sweetened drinks, food&nbsp;high in sugar, fat and/or salt and food containing excessive energy, should not be sold in school canteens. Implementation of the guidelines is at the discretion of each state or territory government.

The Australian Capital Territory (ACT), Northern Territory (NT) and Tasmania have implemented the national guidelines in full (ACT Public School Food and Drink Policy 2015, NT Canteen, Nutrition and Healthy Eating Guidelines 2013 and Tasmania School Canteen Handbook –&nbsp;a whole school approach to healthy eating 2014) while other states and territories have incorporated components of the guidelines within their own system:


	The Queensland “Smart Choices – Healthy food and Drink Supply Strategy 2004” closely reflects the Australian Dietary Guidelines and the NHSCGs.
	The “South Australia Right Bite, Easy Guide to Healthy Food and Drink Supply for South Australian Schools and Preschools” is based on the Australian Dietary Guidelines and uses a traffic light food categorisation system similar to the NHSCGs. &nbsp;
	The Victorian “Go for Your Life – Victorian Health Canteen Policy – School Canteens and other school food services policy 2006” is largely consistent with the NHSCGs except for a few minor nutrient classifications introduced to reflect the evolving food supply. The policy also includes “School Confectionery Guidelines” which categorise confectionery and high sugar content soft drinks as BLACK. The Victorian Government funds the Healthy Eating Advisory Service to support schools to implement the canteen guidelines.
	The Western Australian “Healthy Food and Drink Policy 2014” is based on the Federation of Canteens in Schools nutrient criteria which has been recently revised to include traffic light coding in line with the NHSCGs.


New South Wales (NSW) has taken a different approach. The “NSW Healthy School Canteen Strategy 2017” is based on the Australian Dietary Guidelines and classifies food and drinks as either ""everyday"" (healthy) or ""occasional"" (less healthy). The strategy also uses the Health Star Rating (see ""N&nbsp;– Nutrition label standards and regulations on the use of claims and implied claims on food"") to guide users in selecting healthier versions of ""occasional"" packaged food.

Evaluations

Dick M et al. (2012) Evaluation of implementation of a healthy food and drink supply strategy throughout the whole school environment in Queensland state schools, Australia. European Journal of Clinical Nutrition, 66, 1124-1129.
","Catering, Children, Schools, Sugary drinks, Traffic light, Voluntary measures","regulatory","voluntary","subnational","AUS",36,"Australia"
"337","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Austrian recommendations for lunch in schools&nbsp;

These recommendations are based on recommendations for lunch in Kindergarten and developed and adapted to the nutrition requirements of school children and youth. They provide a minimum requirement for lunch at school and defines which food groups are offered and how often they should be. The recommendations are intended as a guide for creating menu plans, as an orientation aid for the ordering of menus and / or for the tendering of catering services. It is aimed at everyone who is responsible for the provision of lunch for students are responsible.
","Adolescents, Catering, Children, Schools, Voluntary measures","regulatory","voluntary","national","AUT",40,"Austria"
"338","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The Unser Schulbuffet&nbsp;Programme

The Unser Schulbuffet (Our School Buffet) programme, launched in 2012, is overseen by the Austrian Ministry of Health. The programme provides guidelines for school canteens to follow, including restrictions on&nbsp;certain food&nbsp;including fried products, sweet treats, crisps and savoury snacks, which also apply to vending machines. The guidelines are food-based and informed by the Austrian Food Pyramid. Beyond providing guidelines on nutritional aspects, the guidelines contain advice on the presentation and promotion of healthy options.
","Catering, Children, Schools, Vending machines, Voluntary measures","regulatory","voluntary","national","AUT",40,"Austria"
"339","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Guidelines for food-based standards in schools – Belgium

Flanders (2008) and Wallonia (2013) both have voluntary guidelines with food-based standards for food&nbsp;available in schools, including restrictions on (deep) fried food, sweet treats and soft drinks.
","Catering, Children, Schools, Sugary drinks, Voluntary measures","regulatory","voluntary","national","BEL",56,"Belgium"
"340","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The Healthy Schools Canteens Manual

Mandatory standards are in place for the national school meal programme in Brazil (see ""O – Mandatory standards for food available in schools, including restrictions on unhealthy food""). For “school canteens” – kiosks and stores where food&nbsp;can be purchased for takeaway inside public schools – there are voluntary guidelines. The Healthy Schools Canteens Manual,&nbsp;published by the Ministry of Health in 2010, contains voluntary guidelines for the operators of school canteens on how to promote healthy eating in canteens. In 2012, a self-learning course was made available to support canteen managers implement the manual, as part of the Cooperation Agreement signed by the Ministry of Health and the Private Schools National Federation. The Agreement sets out to plan, implement and evaluate strategies that promote health in private schools at a national level (particularly in the areas of healthy eating and the prevention of obesity related non-communicable diseases). A website monitors actions taken by schools and promotes learning between them.
","Catering, Children, Schools, Voluntary measures","regulatory","voluntary","national","BRA",76,"Brazil"
"341","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Guidance Document for the development of Nutrient Criteria for Foods and Beverages in Schools

In 2013, the Federal, Provincial and Territorial Group on Nutrition (FPTGN), a working group consisting of representatives from all Canadian provinces and territories, released a Guidance Document for the development of Nutrient Criteria for Foods and Beverages in Schools. The Guidance contains nutritional guidelines on food&nbsp;served in schools, classing food products into four&nbsp;groups – vegetables and fruit, grain products, milk and alternatives, meat and alternatives – and two categories – Choose Most Often and Choose Sometimes. The guidelines suggest maximum levels for fat, sugar and salt, with the reference quantities being largely based on Health Canada’s Canada Food Guide. The Guidance is not mandatory, but is intended to guide the provinces and territories in their development of new and revision of existing school nutrition policies, and to support the food industry in developing and reformulating products sold in and to schools.
","Children, Fruit and veg, Reformulation, Schools, Voluntary measures","regulatory","voluntary","national","CAN",124,"Canada"
"342","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Recommendations for menus in school canteens

These recommendations compiled by the Ministry of health provide guidance for the frequency and type of foods that should be provided in school canteen. The aim is to provide guidance on nutritional meals, and aims to reduce the frequency of undesirable foods, such as pork, and to encourage the use of vegetables in children’s meals. These recommendations also aim to educate children on the principles of healthy eating
","Catering, Children, Schools","regulatory","voluntary","national","CZE",203,"Czechia"
"343","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Dietary Guidelines for Meals&nbsp;

The Dietary Guideline for Meals launched in 2022 provide concrete guidance on how to serve healthy and climate-friendly meals in accordance with the FBDG. these settings. The material consists of principals for composing the meals, a overview and description of the different food groups and estimates for specific portion sizes for different age groups and different meals. The material covers meals served in day cares, kindergartens, schools, other educational institutions and worksite canteens. Also breakfast meals and in-between-meal servings relevant for after school programmes (SFOs) are covered.Additionally guidelines for vegetarian meals served in schools, educational institutions and worksite canteens were launched in 2022.
","","regulatory","voluntary","national","DNK",208,"Denmark"
"344","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Guidance document for&nbsp;the food provided in&nbsp;cafeterias&nbsp;and vending&nbsp;machines&nbsp;of&nbsp;schools and kindergartens

The aim of the guidance is to provide recommendations for better food choices in cafeterias and vending machines (schools and kindergartens).
","Catering, Schools, Vending machines","regulatory","voluntary","national","EST",233,"Estonia"
"345","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Meal recommendations for vocational schools and high schools

“Well-being and community eating” is the first eating recommendation for vocational schools and high schools published jointly by the State Nutrition Advisory Board, the National Board of Education and the National Institute for Health and Welfare. The publication contains regulations and nutrition recommendations concerning the organization of student meals. The Meals Recommendation is intended for organizers of education and supporting activities, educational institutions, teachers, student care providers, those responsible for food services, and students and their guardians.
","Children, Menus, Schools","regulatory","voluntary","national","FIN",246,"Finland"
"346","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Standards for catering in daycare centers — Germany&nbsp;

The aim of the German Nutrition Society (DGE)&nbsp;""Quality standard for catering in daycare centers"" is to support those responsible for catering in day-care facilities for children in implementing needs-based and balanced catering and thus to enable the children to choose from a full range of meals. The revised DGE - quality standard describes, based on the current scientific data, the criteria for optimal, health- promoting and nutritious&nbsp;catering. These are voluntary standards.&nbsp;
","Catering, Children, Guidance for professionals, Schools","regulatory","voluntary","national","DEU",276,"Germany"
"347","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Standards for catering in schools — Germany&nbsp;

The aim of the German Nutrition Society&nbsp;&nbsp;""Quality standard for catering in schools"" is to support those responsible for school catering in implementing a balanced lunch and snack menu that is tailored to the needs of children&nbsp;and adolescents and to enable them to eat adequately. Recommendations in these standards include providing products with a low percentage of sugar, fat and salts.&nbsp;The German Nutrition Society (DGE) has set voluntary guidelines on quality standards for school meals in Germany. The guidelines recommend that schools provide water and unsweetened herbal or fruit teas and prohibit drinks that&nbsp;are high in sugar including juices and energy drinks. The guidelines contain a 20-day plan suggesting serving whole grains on at least four&nbsp;days and potato products a maximum of four&nbsp;days; salad, vegetables or legumes each day; fruit at least eight times; dairy products (ideally low-fat) at least eight&nbsp;times; fish at least four&nbsp;times and meat&nbsp;a maximum of eight&nbsp;times; rapeseed oil is the only permitted oil. These standards are not mandatory.

In 2024, the DGE guidelines were updated to reflect that an environmentally friendly and healthy diet is ¾ plant based and ¼ animal based.&nbsp;
The recommendations are as follows:&nbsp;
-&nbsp;&nbsp; &nbsp;Beverages are the largest food group with a daily drinking amount of around 1.5 litres of water.
-&nbsp;&nbsp; &nbsp;5 portions of fruit and vegetables per day&nbsp;
-&nbsp;&nbsp; &nbsp;1 portion of legumes per week&nbsp;
-&nbsp;&nbsp; &nbsp;1 portion of nuts and seeds per day&nbsp;
-&nbsp;&nbsp; &nbsp;5 portions of grain, bread, or pasta per day, of which at least 1/3 should be wholegrain
-&nbsp;&nbsp; &nbsp;1 portion at 10g a day (preferably rapeseed, walnut, flaxseed, soy, or olive oil).
-&nbsp;&nbsp; &nbsp;A maximum of 300g of meat or sausage per week and 120g of Fish
-&nbsp;&nbsp; &nbsp;2 portions of dairy products per day and if plant based alternative are used instead, they should be fortified with B2 and iodine.&nbsp;
The recommendations apply to omnivorous, healthy adults - the next step will be to develop separate recommendations for children and adolescents, as well as people with vegetarian and vegan diets
","Adolescents, Catering, Children, Guidance for professionals, Schools","regulatory","voluntary","national","DEU",276,"Germany"
"348","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The German Nutrition Society (DGE) guidelines on quality standards for school meals

The German Nutrition Society (DGE) has set voluntary guidelines on quality standards for school meals in Germany. The guidelines recommend that schools provide water and unsweetened herbal or fruit teas and prohibit drinks that&nbsp;are high in sugar including juices and energy drinks. The guidelines contain a 20-day plan suggesting serving whole grains on at least four&nbsp;days and potato products a maximum of four&nbsp;days; salad, vegetables or legumes each day; fruit at least eight times; dairy products (ideally low-fat) at least eight&nbsp;times; fish at least four&nbsp;times and meat&nbsp;a maximum of eight&nbsp;times; rapeseed oil is the only permitted oil.

Many local school authorities (Schulträger) contractually require food suppliers to adhere to DGE quality standards.&nbsp;Two German states, Berlin and Saarland, have enshrined the voluntary guidelines in law (see above under ""R –&nbsp;Mandatory standards for food available in schools, including restrictions on unhealthy food"").

In 2024, the guidelines were updated to reflect that an environmentally friendly and healthy diet is ¾ plant based and ¼ animal based.&nbsp;
The recommendations are as follows:&nbsp;
-&nbsp;&nbsp; &nbsp;Beverages are the largest food group with a daily drinking amount of around 1.5 litres of water.
-&nbsp;&nbsp; &nbsp;5 portions of fruit and vegetables per day&nbsp;
-&nbsp;&nbsp; &nbsp;1 portion of legumes per week&nbsp;
-&nbsp;&nbsp; &nbsp;1 portion of nuts and seeds per day&nbsp;
-&nbsp;&nbsp; &nbsp;5 portions of grain, bread, or pasta per day, of which at least 1/3 should be wholegrain
-&nbsp;&nbsp; &nbsp;1 portion at 10g a day (preferably rapeseed, walnut, flaxseed, soy, or olive oil).
-&nbsp;&nbsp; &nbsp;A maximum of 300g of meat or sausage per week and 120g of Fish
-&nbsp;&nbsp; &nbsp;2 portions of dairy products per day and if plant based alternative are used instead, they should be fortified with B2 and iodine.&nbsp;
The recommendations apply to omnivorous, healthy adults - the next step will be to develop separate recommendations for children and adolescents, as well as people with vegetarian and vegan diets.
","Catering, Children, Energy drinks, Fruit and veg, Schools, Sugary drinks, Voluntary measures","regulatory","voluntary","national","DEU",276,"Germany"
"349","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Guidelines for food in schools – Hong Kong

In 2006, the government's Centre for Health Protection in Hong Kong issued guidelines for tuck shop operators in primary schools, as well as parents and school personnel, to guide the types of food and drink items to be allowed and promoted in the school environment for the benefit of children's health. They were revised to include secondary schools in 2010.
","Catering, Children, Schools, Voluntary measures","regulatory","voluntary","national","HKG",344,"Hong Kong"
"350","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Food and Nutrition Guidelines for Pre-School services

The aim of these Guidelines is to provide practical information to pre-schools on a varied and healthy diet for children from 0 to 5 years of age in a pre-school setting, in the context of promoting health and the Child Care Regulations 1996.
","","regulatory","voluntary","national","IRL",372,"Ireland"
"351","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","National Guidelines for School Catering

The National Guidelines for School Catering were approved by the State-Regions Conference and published in the Official Gazette no. 134 of 11 June 2010. They apply to early education, as well as primary and secondary schools and indicate appropriate thresholds for main nutrients (protein, fat, carbohydrates, iron, calcium and fibre) as part of a balanced daily menu, according to age.
","Catering, Dietary guidelines, Schools","regulatory","voluntary","national","ITA",380,"Italy"
"352","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The&nbsp;Food and Beverage Standards&nbsp;

In Malta, public schools have to comply with a list of permissible and prohibited food and beverages based on the 2014 Healthy Lifestyle (Reducing Obesity) Act and Food and Beverage Standards for food&nbsp;consumed in schools (set by the Education Division of the Ministry of Education, Youth and Employment in 2007 and amended in 2015). The standards include nutrient-based guidelines for food and drink providers with limits for fats, sugar and salt per 100g or ml. The standards are mandatory in public schools and voluntary in most private schools, with public schools monitored for compliance.
","Catering, Children, Fat, Salt, Schools, Sugar, Voluntary measures","regulatory","mandatory","national","MLT",470,"Malta"
"353","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Guidelines for Healthier School Canteens

The Guidelines for Healthier Canteens were developed by the Netherlands Nutrition Centre (Voedingscentrum) in 2003, as part of the Healthy School Canteens Programme, under a commission from the Ministry of Health, Welfare and Sports. Schools can voluntarily apply these guidelines to make their canteens and vending machines healthier with (small) changes. The guidelines focus on changing behaviour by adapting canteen environments and thus making healthy choices the easiest ones. This&nbsp;also includes encouraging&nbsp;drinking water.

Based on the changes they make to their food environments, schools can be awarded Silver, Gold or Ideal School Canteen Badges. A canteen is awarded a Silver Badge if at least 60% of their products follow to the Dutch dietary guidelines (the Wheel of Five). To receive a Gold Badge, 80% of products available in the school must meet nutritional criteria, and they must also be presented in an appealing way to students. Silver and Golden Badge Canteens thus give healthier products a leading role, without completely banning unhealthy choices. Schools in which only products from the Wheel of Five are available can receive an Ideal School Canteen Badge.

These guidelines are voluntary, but schools can get tailored free advice from a so–called Healthy Canteen Brigade, set up by the Netherlands Nutrition Centre in order to stimulate implementation.
","Children, Schools, Vending machines","regulatory","voluntary","national","NLD",528,"Netherlands"
"354","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The National Guideline for Food and Meals in Schools

The National Guideline for Food and Meals in Schools were published in 2015, as a revision of the Guidelines for the School Meal of 2003, but with more details and containing new recommendations. The guidelines are voluntary and include recommendations on the implementation of the meal (meal time, supervision, physical and social arrangements), the nutritional quality of the food and drink offered, food safety and hygiene, and environmental considerations. Specific recommendations are made for primary schools and the after-school programs; secondary schools; and high school. Separate guidelines for kindergartens were also published, which mirror the principles outlines above, but adapt them for younger children.

The guidelines recommend having a varied and mainly plant-based diet, with lots of vegetables, fruits and berries, whole grains and fish, and limited amounts of processed meat, red meat, salt, sugar and saturated fat. Some food and beverages categories should be limited, for example juices to maximum 250ml, completely excluding sweetened and caffeinated beverages, as well as chocolates, crisps and other snacks. Desserts and other products that are high in fat and sugar should be limited for special occasions. The guidelines also recommend limits for salt content: 3–4g&nbsp;per day for under 10s; and 5–6g&nbsp;per day for older students. Finally, the guidelines state that a healthy diet coincides with a more environmentally friendly diet which includes more plant-based food and fish and less meat, especially less red meat.
","Children, Fat, Fruit and veg, Schools, Sugar, Sugary drinks","regulatory","voluntary","national","NOR",578,"Norway"
"355","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The Ministry of Health's School Food Guidelines

In 2008, the Polish National Institute of Food and Nutrition issued School Food Guidelines that are recommended by the Ministry of Health. The guidelines set out nutrient-based standards for food&nbsp;served in schools.

The Health Eating Regulations set out the types of food and drink that can and cannot be provided during the school day and defines the nutrient content of school lunches. Local authorities and governing bodies must comply with these regulations.&nbsp;
","Catering, Children, Schools, Voluntary measures","regulatory","voluntary","national","POL",616,"Poland"
"356","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The Healthy Meals in Schools Programme (HMSP)

In 2011, the Health Promotion Board of Singapore, in collaboration with the Ministry of Education, launched the Healthy Meals in Schools Programme (HMSP), which was formerly the Model School Tuckshop Programme, launched in 2003. The programme enhances the availability of healthier food and beverage choices in schools through an integrated programme that involves teachers, canteen vendors and students. Canteen vendors from participating schools are expected to follow food service guidelines which aim to reduce the amount of saturated fat, sugar, and salt in school meals and make available whole grains, fruit&nbsp;and vegetables as part of a balanced meal. The Health Promotion Board supports schools by organising culinary and nutrition training for canteen vendors (see “G –&nbsp;Give nutrition education and skills""), and engages nutritionists and dietitians to assess participating schools to ensure compliance to the HMSP criteria. Educational resources are also provided as part of the programme to encourage students to eat a healthy diet. Revised food service guidelines came into effect on 1 January 2016.
","Catering, Children, Fruit and veg, Schools","regulatory","voluntary","national","SGP",702,"Singapore"
"357","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Guidelines for healthy eating in schools and kindergartens&nbsp;

When preparing the Guidelines, reference values for the intake of nutrients D-A-CH (MZ, 2004), general principles and knowledge of the profession that apply to a balanced diet, and the environments of educational institutions were taken into account as a starting point.

The guidelines include:

- starting points for the nutrition of children and adolescents;

- recommendations regarding the selection and preparation of various food groups (meat, fish, milk and milk products, fruit, vegetables, legumes, grains and grain products, salt, beverages),

- recommendations for energy and nutritional intake of all age groups of children and young people;

- guidelines for the implementation of nutritional recommendations, which include a diet, menu planning, frequency of consumption of recommended foods, recommendations regarding consumption of non-recommended foods, eating culture, basic guidelines for food procurement and organization of kindergarten and school groups for nutrition;
","Catering, Children, Schools","regulatory","voluntary","national","SVN",705,"Slovenia"
"358","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","The National School Nutrition Programme (NSNP)

The South African Department of Basic Education, in cooperation with the Provincial Education Departments, runs the voluntary National School Nutrition Programme (NSNP), which evolved out of the Primary School Nutrition Programme introduced in 1994. Since 2009, both primary and secondary schools benefit from the programme. More than 20 000 schools take part in the NSNP whereby more than 9 million learners participate on the programme. The programme provides cooked meals which are based on the South African Food Based Dietary Guidelines (2012). Cooked meals consist of a protein, carbohydrate and fresh vegetables or fruit on all school days. Protein used consist of once a week UHT milk or pasteurised maas, pilchards in tomato, soya mince, sugar beans, lentils or split peas. A new product, canned chicken livers are in the process of being introduced on the NSNP menu. The NSNP also promotes vegetable gardens to teach children to grow food and use the produce as part of the school meals. The programme also provides Nutrition Education whereby tuck shop guidelines were developed to advise to sell healthy food (eg fresh fruit, nuts, brown bread sandwiches) and healthy beverages (eg plain water, 100% fruit juice, unsweetened milk).
","Children, Fruit and veg, Gardens, Schools, Voluntary measures","regulatory","voluntary","national","ZAF",710,"South Africa"
"359","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Consensus Document on Standards on Foods Offered in all Educational Settings

In 2010, the plenary session of the Interterritorial Council of the National Health System adopted the Document on Standards on Foods Offered in all Educational Settings (DoCACE – Documento de Consenso sobre la Alimentación en los Centros Educativos), with the agreement not only of the health authorities, but also of the educational authorities and scientific societies.&nbsp;

This document establishes nutritional standards for food and drinks offered in school canteens and vending machines, which can be used by regional authorities to&nbsp;determine what food and drinks are allowed.&nbsp;These recommendations&nbsp;apply to all educational settings, including primary and secondary schools.&nbsp;These standards specify how often each food group should be part of weekly menus to meet nutritional standards. The menus must also be developed to meet 35% of daily nutritional needs.

These standards&nbsp;are voluntary in nature, however, educational authorities usually consider them&nbsp;in the preparation of their technical prescriptions for public procurement of menus served in school canteens. Further&nbsp;these standards have been established as mandatory by some&nbsp;auronomous regions.&nbsp;

In addition, Law 17 of 2011 establishes a mechanism for enforcement of these standards across Spain, whereby development of school food menus must also be supervised by a trained nutritionist.&nbsp;
","Children, Schools, Vending machines","regulatory","voluntary","national","ESP",724,"Spain"
"360","Nourishing","Offer healthy food and set standards in public institutions and other specific settings","Voluntary guidelines for food available in schools","Royal Decree for the promotion of healthy and sustainable food in educational centers&nbsp;

A project Royal Decree for the promotion of healthy and sustainable food in educational centers is in the official process. The project contemplates general criteria of nutritional quality and sustainability, to be included in the technical specifications, which guide the contracting, acquisition and supply of food and beverages in school canteens. It also establishes nutritional criteria for the prohibition of the sale of food and beverages with a high content of saturated fatty acids, trans fatty acids, salt and sugars in vending machines and cafeterias in schools.
","","regulatory","voluntary","national","ESP",724,"Spain"
